filename,age,gender,race,race_str,age_group
9_0_2_20170110215518068.jpg,9,man,2.0,Asian,0
8_1_2_20170109205424712.jpg,8,woman,2.0,Asian,0
12_1_2_20170109203838187.jpg,12,woman,2.0,Asian,10
13_0_2_20170103201143159.jpg,13,man,2.0,Asian,10
24_1_2_20170109213251114.jpg,24,woman,2.0,Asian,20
66_0_2_20170111205753656.jpg,66,man,2.0,Asian,60
65_0_2_20170111205651706.jpg,65,man,2.0,Asian,60
69_1_2_20170111210824053.jpg,69,woman,2.0,Asian,60
76_1_2_20170110182935621.jpg,76,woman,2.0,Asian,70
75_0_2_20170111210029130.jpg,75,man,2.0,Asian,70
85_1_2_20170110175723033.jpg,85,woman,2.0,Asian,80
82_0_2_20170111210110290.jpg,82,man,2.0,Asian,80
85_1_2_20170110181640900.jpg,85,woman,2.0,Asian,80
80_0_2_20170111210646563.jpg,80,man,2.0,Asian,80
86_0_2_20170111210346308.jpg,86,man,2.0,Asian,80
96_1_2_20170110182504813.jpg,96,woman,2.0,Asian,90
90_0_2_20170111210212331.jpg,90,man,2.0,Asian,90
90_1_2_20170111221639268.jpg,90,woman,2.0,Asian,90
90_0_2_20170110183643228.jpg,90,man,2.0,Asian,90
90_0_2_20170111210301275.jpg,90,man,2.0,Asian,90
100_1_2_20170110182836729.jpg,100,woman,2.0,Asian,100
9_0_1_20170110224349623.jpg,9,man,1.0,Black,0
1_1_1_20170109194645713.jpg,1,woman,1.0,Black,0
9_0_1_20170110225612237.jpg,9,man,1.0,Black,0
1_0_1_20170110213111809.jpg,1,man,1.0,Black,0
3_0_1_20170110213659314.jpg,3,man,1.0,Black,0
10_0_1_20170110225121326.jpg,10,man,1.0,Black,10
10_1_1_20170109203520178.jpg,10,woman,1.0,Black,10
30_1_1_20170110120856819.jpg,30,woman,1.0,Black,30
45_0_1_20170111200809203.jpg,45,man,1.0,Black,40
58_0_1_20170111210843429.jpg,58,man,1.0,Black,50
60_1_1_20170110120140583.jpg,60,woman,1.0,Black,60
76_1_1_20170110181603235.jpg,76,woman,1.0,Black,70
75_0_1_20170111205805911.jpg,75,man,1.0,Black,70
75_0_1_20170111210115928.jpg,75,man,1.0,Black,70
75_0_1_20170111205412614.jpg,75,man,1.0,Black,70
75_0_1_20170111210049339.jpg,75,man,1.0,Black,70
88_1_1_20170110183118502.jpg,88,woman,1.0,Black,80
80_0_1_20170111205504634.jpg,80,man,1.0,Black,80
80_0_1_20170111205416943.jpg,80,man,1.0,Black,80
85_0_1_20170111211354288.jpg,85,man,1.0,Black,80
80_0_1_20170111181750520.jpg,80,man,1.0,Black,80
90_0_1_20170111210350530.jpg,90,man,1.0,Black,90
90_0_1_20170111210246547.jpg,90,man,1.0,Black,90
110_1_1_20170110155201038.jpg,110,woman,1.0,Black,110
6_0_3_20170110213739717.jpg,6,man,3.0,Indian,0
75_0_3_20170111202756116.jpg,75,man,3.0,Indian,70
85_1_3_20170110183506044.jpg,85,woman,3.0,Indian,80
90_0_3_20170111210252274.jpg,90,man,3.0,Indian,90
110_1_3_20170110155139762.jpg,110,woman,3.0,Indian,110
1_1_4_20170109194502921.jpg,1,woman,4.0,Other,0
8_1_4_20170109201742209.jpg,8,woman,4.0,Other,0
13_0_4_20170103201708406.jpg,13,man,4.0,Other,10
15_1_4_20170103201247846.jpg,15,woman,4.0,Other,10
12_0_4_20170103201824880.jpg,12,man,4.0,Other,10
13_1_4_20170103201542217.jpg,13,woman,4.0,Other,10
18_0_4_20170103201550447.jpg,18,man,4.0,Other,10
63_1_4_20170110180156105.jpg,63,woman,4.0,Other,60
80_1_4_20170110184132973.jpg,80,woman,4.0,Other,80
8_1_0_20170109202339392.jpg,8,woman,0.0,White,0
3_1_0_20170109192939414.jpg,3,woman,0.0,White,0
8_1_0_20170109204836782.jpg,8,woman,0.0,White,0
9_0_0_20170110215523228.jpg,9,man,0.0,White,0
4_0_0_20170110205422145.jpg,4,man,0.0,White,0
18_1_0_20170109214700491.jpg,18,woman,0.0,White,10
17_0_0_20170110231535087.jpg,17,man,0.0,White,10
18_1_0_20170109214309566.jpg,18,woman,0.0,White,10
14_1_0_20170109212926958.jpg,14,woman,0.0,White,10
14_1_0_20170109213541777.jpg,14,woman,0.0,White,10
20_1_0_20170103201716816.jpg,20,woman,0.0,White,20
20_1_0_20170109213411083.jpg,20,woman,0.0,White,20
23_0_0_20170111181750321.jpg,23,man,0.0,White,20
45_1_0_20170109221130179.jpg,45,woman,0.0,White,40
47_1_0_20170109220517890.jpg,47,woman,0.0,White,40
40_0_0_20170104204933500.jpg,40,man,0.0,White,40
56_1_0_20170110173815028.jpg,56,woman,0.0,White,50
59_1_0_20170110141359968.jpg,59,woman,0.0,White,50
52_0_0_20170111195709447.jpg,52,man,0.0,White,50
53_1_0_20170110160643204.jpg,53,woman,0.0,White,50
56_0_0_20170111194856535.jpg,56,man,0.0,White,50
65_0_0_20170111203557764.jpg,65,man,0.0,White,60
65_1_0_20170110132512700.jpg,65,woman,0.0,White,60
65_1_0_20170110160643938.jpg,65,woman,0.0,White,60
64_1_0_20170110160643892.jpg,64,woman,0.0,White,60
61_1_0_20170110160643735.jpg,61,woman,0.0,White,60
71_1_0_20170110160644048.jpg,71,woman,0.0,White,70
76_0_0_20170111210148707.jpg,76,man,0.0,White,70
77_1_0_20170110160644117.jpg,77,woman,0.0,White,70
70_0_0_20170111210749134.jpg,70,man,0.0,White,70
75_1_0_20170110182459565.jpg,75,woman,0.0,White,70
85_1_0_20170110155147409.jpg,85,woman,0.0,White,80
85_1_0_20170110183700308.jpg,85,woman,0.0,White,80
80_0_0_20170111211508161.jpg,80,man,0.0,White,80
85_1_0_20170110183711497.jpg,85,woman,0.0,White,80
85_0_0_20170111205512345.jpg,85,man,0.0,White,80
90_1_0_20170110182426286.jpg,90,woman,0.0,White,90
90_0_0_20170111205428761.jpg,90,man,0.0,White,90
93_1_0_20170110141221528.jpg,93,woman,0.0,White,90
90_0_0_20170111222149759.jpg,90,man,0.0,White,90
90_0_0_20170111210338948.jpg,90,man,0.0,White,90
100_1_0_20170110183726390.jpg,100,woman,0.0,White,100
