filename,actual_age,predicted_age,actual_gender,predicted_gender,blurriness,expression
47_1_0_20170109220517890.jpg_aged_64.jpg,64,56.06639385223389,,female,144.22427182433603,happy
8_1_0_20170109204836782.jpg_aged_81.jpg,81,53.682518005371094,,female,132.45306450588396,happy
18_0_4_20170103201550447.jpg_aged_62.jpg,62,35.12674272060394,,female,0.0,angry
85_1_2_20170110181640900.jpg_aged_90.jpg,90,82.54395127296448,,female,264.12912641413277,happy
14_1_0_20170109213541777.jpg_aged_49.jpg,49,58.386749029159546,,female,154.97037824544532,fear
10_0_1_20170110225121326.jpg_aged_15.jpg,15,32.38853216171265,,female,141.42208643234335,happy
66_0_2_20170111205753656.jpg_aged_71.jpg,71,78.08504104614258,,male,244.80368679150706,neutral
9_0_1_20170110225612237.jpg_aged_14.jpg,14,42.80020296573639,,female,140.32265021149942,happy
9_0_2_20170110215518068.jpg_aged_14.jpg,14,17.225250601768494,,male,309.2529942313995,neutral
80_1_4_20170110184132973.jpg_aged_95.jpg,95,79.29180860519409,,female,202.3307789367973,happy
75_0_2_20170111210029130.jpg_aged_80.jpg,80,33.607327938079834,,male,426.77999306817946,happy
56_0_0_20170111194856535.jpg_aged_97.jpg,97,75.76706409454346,,female,232.82799715500732,neutral
8_1_4_20170109201742209.jpg_aged_98.jpg,98,51.2081503868103,,female,191.64449492836138,fear
88_1_1_20170110183118502.jpg_aged_93.jpg,93,58.002328872680664,,female,347.8328587333526,happy
85_0_1_20170111211354288.jpg_aged_90.jpg,90,66.8755292892456,,male,728.8414696719847,happy
13_1_4_20170103201542217.jpg_aged_44.jpg,44,64.27890658378601,,female,149.73555445013335,happy
3_0_1_20170110213659314.jpg_aged_8.jpg,8,40.12467861175537,,female,85.3542185829574,happy
40_0_0_20170104204933500.jpg_aged_78.jpg,78,66.46955013275146,,male,237.19100164795236,happy
63_1_4_20170110180156105.jpg_aged_80.jpg,80,67.2175645828247,,female,197.98891989512776,neutral
30_1_1_20170110120856819.jpg_aged_35.jpg,35,41.49458408355713,,female,183.9554555069044,angry
9_0_1_20170110224349623.jpg_aged_14.jpg,14,34.665682911872864,,female,135.94258833717322,neutral
18_1_0_20170109214309566.jpg_aged_32.jpg,32,49.25615191459656,,female,274.85092947114026,happy
70_0_0_20170111210749134.jpg_aged_94.jpg,94,75.4176676273346,,female,231.03681191429496,sad
1_1_4_20170109194502921.jpg_aged_80.jpg,80,30.493825674057007,,female,124.21336219436489,fear
65_0_0_20170111203557764.jpg_aged_76.jpg,76,72.73644804954529,,male,200.54467118508182,sad
15_1_4_20170103201247846.jpg_aged_52.jpg,52,54.66136336326599,,female,194.16073169301671,happy
56_1_0_20170110173815028.jpg_aged_76.jpg,76,40.41008651256561,,female,317.8985079815611,happy
1_1_1_20170109194645713.jpg_aged_6.jpg,6,3.9665430784225464,,male,118.98536052159034,happy
90_0_2_20170110183643228.jpg_aged_95.jpg,95,78.15488576889038,,male,198.29133591981372,happy
80_0_1_20170111205504634.jpg_aged_85.jpg,85,57.18214511871338,,male,1253.758363803252,neutral
45_1_0_20170109221130179.jpg_aged_92.jpg,92,74.71168041229248,,female,74.79661438520998,happy
75_0_1_20170111210049339.jpg_aged_80.jpg,80,77.51598358154297,,female,538.260999327933,neutral
9_0_0_20170110215523228.jpg_aged_70.jpg,70,56.156373023986816,,male,68.367391272448,neutral
64_1_0_20170110160643892.jpg_aged_80.jpg,80,75.61905980110168,,female,149.56800955730432,happy
90_1_2_20170111221639268.jpg_aged_95.jpg,95,70.13070583343506,,female,458.6603353863902,neutral
75_1_0_20170110182459565.jpg_aged_97.jpg,97,53.24956178665161,,female,177.81584492603724,happy
90_0_2_20170111210212331.jpg_aged_95.jpg,95,63.43975067138672,,male,1030.2572143541183,happy
17_0_0_20170110231535087.jpg_aged_92.jpg,92,64.52462673187256,,female,190.05931176523154,happy
20_1_0_20170109213411083.jpg_aged_45.jpg,45,55.39327263832092,,female,285.783958239248,happy
15_1_4_20170103201247846.jpg_aged_94.jpg,94,81.18656873703003,,female,214.98727196682012,happy
1_0_1_20170110213111809.jpg_aged_6.jpg,6,59.7247838973999,,female,76.54322182921169,happy
12_1_2_20170109203838187.jpg_aged_17.jpg,17,20.27386724948883,,female,235.47457242441305,happy
75_0_1_20170111210115928.jpg_aged_80.jpg,80,58.92156362533569,,female,1023.3333083593752,happy
8_1_0_20170109202339392.jpg_aged_58.jpg,58,33.685481548309326,,female,204.87364567838085,sad
77_1_0_20170110160644117.jpg_aged_100.jpg,100,63.30249309539795,,female,127.48413063562475,happy
90_0_2_20170111210301275.jpg_aged_95.jpg,95,54.31501269340515,,male,805.7844944132812,fear
60_1_1_20170110120140583.jpg_aged_65.jpg,65,44.21314597129822,,female,177.8626712012192,happy
82_0_2_20170111210110290.jpg_aged_87.jpg,87,78.43034863471985,,male,97.21143642590323,happy
80_0_1_20170111205416943.jpg_aged_85.jpg,85,62.766462564468384,,male,319.3967503063468,neutral
13_0_2_20170103201143159.jpg_aged_18.jpg,18,3.4539997577667236,,male,168.22993651259458,fear
65_0_0_20170111203557764.jpg_aged_83.jpg,83,79.14953231811523,,male,404.3275699466467,fear
59_1_0_20170110141359968.jpg_aged_76.jpg,76,52.86695957183838,,female,136.7163503745105,happy
3_1_0_20170109192939414.jpg_aged_94.jpg,94,54.31942939758301,,female,113.6940150923183,happy
18_1_0_20170109214700491.jpg_aged_42.jpg,42,49.7237890958786,,female,229.43038612394594,happy
45_0_1_20170111200809203.jpg_aged_50.jpg,50,68.93644332885742,,male,445.15196986403316,happy
69_1_2_20170111210824053.jpg_aged_74.jpg,74,67.19785928726196,,female,166.6907996553782,happy
52_0_0_20170111195709447.jpg_aged_73.jpg,73,35.12674272060394,,female,0.0,angry
24_1_2_20170109213251114.jpg_aged_29.jpg,29,28.099608421325684,,female,151.1524916364433,angry
71_1_0_20170110160644048.jpg_aged_86.jpg,86,58.69823098182678,,female,105.47434276608692,happy
61_1_0_20170110160643735.jpg_aged_79.jpg,79,75.11148452758789,,female,163.8887555408146,happy
75_0_1_20170111205412614.jpg_aged_80.jpg,80,48.653772473335266,,female,1018.2149819339247,sad
75_0_1_20170111205805911.jpg_aged_80.jpg,80,59.899091720581055,,male,572.7553872697608,neutral
8_1_2_20170109205424712.jpg_aged_13.jpg,13,32.90342092514038,,female,150.520176972248,neutral
12_0_4_20170103201824880.jpg_aged_71.jpg,71,80.04891276359558,,male,145.99710576882353,happy
23_0_0_20170111181750321.jpg_aged_51.jpg,51,58.50423574447632,,male,136.0061231662985,sad
80_0_2_20170111210646563.jpg_aged_85.jpg,85,53.27402949333191,,male,456.59999332245206,angry
76_1_1_20170110181603235.jpg_aged_81.jpg,81,53.44216823577881,,female,366.77690841344884,happy
1_1_4_20170109194502921.jpg_aged_29.jpg,29,23.72833341360092,,female,207.30383016954875,neutral
65_0_2_20170111205651706.jpg_aged_70.jpg,70,73.26935529708862,,male,179.76016316539608,happy
58_0_1_20170111210843429.jpg_aged_63.jpg,63,65.86687564849854,,male,470.99433146345837,angry
76_0_0_20170111210148707.jpg_aged_99.jpg,99,77.25035548210144,,female,156.69734933780273,sad
13_0_4_20170103201708406.jpg_aged_57.jpg,57,59.39078330993652,,male,182.01275503901707,happy
12_0_4_20170103201824880.jpg_aged_29.jpg,29,67.40274429321289,,male,154.88805560016772,happy
10_1_1_20170109203520178.jpg_aged_15.jpg,15,22.71493226289749,,female,182.14499907415302,happy
85_1_2_20170110175723033.jpg_aged_90.jpg,90,39.045071601867676,,male,229.81581191298028,happy
8_1_4_20170109201742209.jpg_aged_95.jpg,95,54.578930139541626,,female,204.6201720078825,fear
13_0_4_20170103201708406.jpg_aged_44.jpg,44,37.50348687171936,,male,1360.6966219031601,neutral
76_1_2_20170110182935621.jpg_aged_81.jpg,81,39.956873655319214,,female,1594.9030538508086,happy
53_1_0_20170110160643204.jpg_aged_89.jpg,89,81.79638981819153,,female,135.8425031632505,happy
4_0_0_20170110205422145.jpg_aged_95.jpg,95,35.12674272060394,,female,0.0,angry
65_1_0_20170110132512700.jpg_aged_95.jpg,95,78.99860143661499,,female,266.1559489778592,surprise
65_1_0_20170110132512700.jpg_aged_97.jpg,97,57.5031042098999,,female,256.74985868156364,fear
86_0_2_20170111210346308.jpg_aged_91.jpg,91,43.772390484809875,,male,692.3165225639095,neutral
14_1_0_20170109212926958.jpg_aged_63.jpg,63,61.1295223236084,,female,86.08709435244964,happy
20_1_0_20170103201716816.jpg_aged_72.jpg,72,71.57843112945557,,female,224.9939362652949,happy
65_1_0_20170110160643938.jpg_aged_95.jpg,95,68.52006912231445,,female,191.82753571256762,happy
