filename,actual_age,predicted_age,actual_gender,predicted_gender,blurriness,expression
100_1_0_20170110183726390.jpg,100,54.659295082092285,female,female,194.50035851039866,happy
100_1_2_20170110182836729.jpg,100,60.40043830871582,female,female,220.10902194021037,happy
10_0_1_20170110225121326.jpg,10,36.04377210140228,male,female,176.76558032665343,happy
10_1_1_20170109203520178.jpg,10,21.49403989315033,female,female,132.73853576787224,neutral
110_1_1_20170110155201038.jpg,110,39.08960819244385,female,female,1187.2057835865853,sad
110_1_3_20170110155139762.jpg,110,83.39003324508667,female,female,155.72537928982638,neutral
12_0_4_20170103201824880.jpg,12,38.49022388458252,male,female,129.0980526059866,happy
12_1_2_20170109203838187.jpg,12,16.12355262041092,female,female,103.23025444801897,happy
13_0_2_20170103201143159.jpg,13,16.44279956817627,male,male,100.46082544092496,happy
13_0_4_20170103201708406.jpg,13,42.75875389575958,male,male,263.08176717661263,happy
13_1_4_20170103201542217.jpg,13,31.162095069885254,female,female,119.99321609582694,happy
14_1_0_20170109212926958.jpg,14,29.53478991985321,female,female,187.79030391595734,neutral
14_1_0_20170109213541777.jpg,14,34.368377923965454,female,female,117.27969271408801,happy
15_1_4_20170103201247846.jpg,15,26.66177749633789,female,female,131.88348344614496,disgust
17_0_0_20170110231535087.jpg,17,39.93944823741913,male,female,121.31441575357167,happy
18_0_4_20170103201550447.jpg,18,33.88799726963043,male,male,108.5813423357904,neutral
18_1_0_20170109214309566.jpg,18,32.367825508117676,female,female,233.6773014524806,sad
18_1_0_20170109214700491.jpg,18,38.21758031845093,female,female,116.68617101380369,happy
1_0_1_20170110213111809.jpg,1,55.788081884384155,male,female,113.31426983041456,neutral
1_1_1_20170109194645713.jpg,1,3.414684534072876,female,male,119.21243108923954,fear
1_1_4_20170109194502921.jpg,1,24.720945954322815,female,female,117.3816073678754,neutral
20_1_0_20170103201716816.jpg,20,53.03313732147217,female,female,142.20561134383024,happy
20_1_0_20170109213411083.jpg,20,31.836572289466858,female,female,316.67332728880865,happy
23_0_0_20170111181750321.jpg,23,29.237553477287292,male,male,152.75491885183146,neutral
24_1_2_20170109213251114.jpg,24,18.06587278842926,female,female,166.1352782924514,neutral
30_1_1_20170110120856819.jpg,30,42.04075634479523,female,female,268.80574756948045,happy
3_0_1_20170110213659314.jpg,3,66.78191423416138,male,female,106.1577311889123,sad
3_1_0_20170109192939414.jpg,3,23.439088463783264,female,female,121.58439705926867,neutral
40_0_0_20170104204933500.jpg,40,33.4054559469223,male,male,131.7146340305335,neutral
45_0_1_20170111200809203.jpg,45,57.33617544174194,male,male,402.55836683139205,neutral
45_1_0_20170109221130179.jpg,45,41.8318510055542,female,female,109.40819749700313,angry
47_1_0_20170109220517890.jpg,47,61.77366375923157,female,female,120.312694505541,happy
4_0_0_20170110205422145.jpg,4,6.51494562625885,male,male,149.50411200172675,happy
52_0_0_20170111195709447.jpg,52,48.08550179004669,male,male,160.43183940926974,neutral
53_1_0_20170110160643204.jpg,53,42.94847548007965,female,female,106.55372752550466,happy
56_0_0_20170111194856535.jpg,56,43.40961277484894,male,male,141.32417915057158,happy
56_1_0_20170110173815028.jpg,56,65.90530276298523,female,female,182.1753232171759,happy
58_0_1_20170111210843429.jpg,58,48.062193393707275,male,male,424.5051922406856,neutral
59_1_0_20170110141359968.jpg,59,41.74829125404358,female,female,125.93233512305596,happy
60_1_1_20170110120140583.jpg,60,48.483651876449585,female,female,105.67754225968383,happy
61_1_0_20170110160643735.jpg,61,54.490214586257935,female,female,149.68437952104432,happy
63_1_4_20170110180156105.jpg,63,76.11708641052246,female,female,202.6745176719851,happy
64_1_0_20170110160643892.jpg,64,70.56106328964233,female,female,219.60313862463227,happy
65_0_0_20170111203557764.jpg,65,72.81842231750488,male,male,256.7252724263235,sad
65_0_2_20170111205651706.jpg,65,58.9935302734375,male,female,146.3817703639943,happy
65_1_0_20170110132512700.jpg,65,46.60731256008148,female,female,266.8446056885732,fear
65_1_0_20170110160643938.jpg,65,43.5564398765564,female,female,200.12940357526531,happy
66_0_2_20170111205753656.jpg,66,69.82754468917847,male,male,244.3278996352892,neutral
69_1_2_20170111210824053.jpg,69,40.894144773483276,female,female,129.632942087017,happy
6_0_3_20170110213739717.jpg,6,18.825438618659973,male,male,114.46629333402961,neutral
70_0_0_20170111210749134.jpg,70,58.57301950454712,male,male,184.9390868684277,neutral
